id_transaccion,id_cliente,nombre_cliente,cuenta_origen,fecha,monto,divisa,tipo_transaccion,ciudad,cuenta_destino,categoria,hora_movimiento,concepto_movimiento,saldo_previo,saldo_posterior,canal_transaccion,medio_pago,estatus,fraude_probable
3251,2153,Wendolin Amanda Olivarez Ontiveros,4.6951e+17,07/03/2025,342.95,MXN,Deposito,Toluca,4.6951e+17,Ahorro,12:20:17,Deposito por transferencia,36794.21,37137.16,Sucursal bancaria,Cheque,Completada,No
3252,12237,Sandra Amador Serrato Limon,5.92731e+17,17/01/2025,795.66,MXN,Retiro,Culiacan,1.12335e+17,Consumo,00:24:28,Retiro por emergencia,29625.95,28830.29,Sucursal bancaria,Efectivo,Completada,No
3253,18657,Ruben Maldonado,5.78945e+17,08/01/2025,1589.37,MXN,Transferencia,Toluca,6.4998e+17,Servicios,21:30:48,Pago a proveedor,35235.6,33646.23,Web,SPEI,Completada,No
3254,10878,German Cordova,7.39911e+17,19/01/2025,1173.6,MXN,Pago de nomina,Tijuana,5.11804e+16,Ingreso,07:08:16,Nomina mensual,31892.59,33066.19,App movil,SPEI,Completada,No
3255,25209,Ofelia Monroy,8.95086e+17,16/03/2025,246.35,MXN,Pago de servicio,Puebla,6.45669e+16,Servicios,04:02:50,Pago agua,29492.97,29246.62,Domiciliacion,Tarjeta credito,Completada,No
3256,22637,Lilia Cervantes,3.80442e+17,03/01/2025,3989.23,MXN,Transferencia internacional,Hermosillo,3.53363e+17,Remesas,07:35:58,Pago internacional,18932.67,14943.44,Web,Transferencia internacional,Completada,No
3257,16090,Ernesto Ybarra,2.64425e+17,19/11/2024,118174.76,MXN,Transferencia,Cancun,5.79682e+17,Servicios,01:00:44,Pago a proveedor,439.52,-117735.24,Web,Transferencia bancaria,Completada,Si
3258,15070,Alta Gracia Abraham Mena Jiminez,5.84493e+16,13/03/2025,1450.88,MXN,Deposito,Culiacan,5.84493e+16,Ingreso,01:41:47,Deposito en efectivo,8291.21,9742.09,Corresponsal,Cheque,Completada,No
3259,13868,Fabiola Arredondo,6.52486e+17,03/05/2025,4936.81,MXN,Transferencia internacional,Merida,1.10798e+17,Transferencia personal,05:48:47,Pago internacional,26667.3,21730.49,Sucursal bancaria,Transferencia internacional,Completada,No
3260,2910,Rufino de la Fuente Torrez,2.16266e+17,24/09/2025,370.41,MXN,Compra en linea,Ciudad de Mexico,9.86091e+17,Consumo,14:26:04,Compra Mercado Libre,47371.53,47001.12,Web,Tarjeta credito,Completada,No
3261,1943,Salvador Ilse Garcia,6.95561e+17,07/11/2024,1234.8,MXN,Pago de nomina,Queretaro,3.05641e+17,Ingreso,19:15:56,Nomina mensual,14393.43,15628.23,App movil,Transferencia bancaria,Completada,No
3262,12261,Eloisa Montemayor,1.03061e+17,27/12/2024,698.9,MXN,Transferencia internacional,Leon,3.08731e+17,Transferencia personal,09:40:05,Pago internacional,2438.77,1739.87,Sucursal bancaria,SWIFT,Completada,No
3263,19348,Francisco Javier Trevino,9.47549e+16,09/06/2025,900.33,MXN,Transferencia,Veracruz,4.38381e+17,Servicios,22:46:58,Transferencia a familiar,9927.15,9026.82,App movil,SPEI,Completada,No
3264,8267,Humberto Esquibel Matos,3.42904e+17,30/12/2024,1292.49,MXN,Retiro,Cancun,1.65044e+17,Consumo,18:14:55,Retiro en cajero,41124.33,39831.84,Cajero automatico,Efectivo,Completada,No
3265,4969,Irma Wendolin Ozuna Cepeda,2.00323e+17,02/10/2025,987.1,MXN,Transferencia,Monterrey,9.57711e+17,Transferencia personal,21:56:09,Pago a proveedor,29209.57,28222.47,Web,Transferencia bancaria,Completada,No
3266,19507,Jorge Luis Verduzco,3.0364e+17,02/02/2025,742.79,MXN,Transferencia,Veracruz,5.72714e+17,Transferencia personal,12:39:25,Abono a tarjeta,45969.84,45227.05,App movil,SPEI,Completada,No
3267,19575,Eugenio Nieves Bueno,9.86069e+17,01/06/2025,868.76,MXN,Deposito,Cancun,9.86069e+17,Ingreso,09:34:57,Deposito por cheque,61937.32,62806.08,Cajero automatico,Deposito en ventanilla,Completada,No
3268,11443,Cristobal Leiva Velasco,4.07244e+17,23/11/2024,973.75,MXN,Pago de nomina,Ciudad Juarez,9.30915e+17,Nomina,01:53:04,Nomina quincenal,5707.26,6681.01,App movil,Transferencia bancaria,Completada,No
3269,17629,Miguel Angel Carvajal Posada,6.05026e+17,01/12/2024,3226.22,MXN,Retiro,Queretaro,4.02926e+17,Efectivo,00:18:26,Retiro por emergencia,5958.94,2732.72,Sucursal bancaria,Efectivo,Completada,No
3270,1770,Rene Juan Carlos Pina,5.02917e+17,07/03/2025,25.09,MXN,Compra en linea,Cancun,1.70256e+17,Consumo,10:53:53,Compra Mercado Libre,29693.8,29668.71,App movil,Tarjeta credito,Completada,No
3271,7029,Abigail Montalvo,9.86935e+17,02/01/2025,1849.07,MXN,Pago de nomina,Hermosillo,4.49855e+17,Ingreso,23:04:03,Pago trabajador,23834.1,25683.17,App movil,SPEI,Completada,No
3272,2791,Miriam del Valle,4.1856e+17,13/01/2025,363.35,MXN,Compra en linea,Leon,9.53795e+17,Consumo,01:31:23,Suscripcion streaming,26672.84,26309.49,App movil,Tarjeta debito,Completada,No
3273,22853,Flavio Sonia Valenzuela Matos,3.57595e+17,18/02/2025,41.12,MXN,Pago de servicio,Tijuana,2.52744e+17,Servicios,10:40:53,Pago internet,30170.91,30129.79,Web,SPEI,Completada,No
3274,12283,Amalia Dario Ruiz Henriquez,7.69112e+17,04/04/2025,332.75,MXN,Transferencia internacional,Puebla,1.70354e+17,Transferencia personal,20:31:52,SWIFT a extranjero,41986.88,41654.13,Sucursal bancaria,SWIFT,Completada,No
3275,19756,Maria Teresa Nazario,6.79631e+17,06/02/2025,989.19,MXN,Retiro,Tijuana,9.98363e+16,Efectivo,14:13:17,Retiro por emergencia,39948.97,38959.78,Cajero automatico,Efectivo,Completada,No
3276,15448,Jaime Fernando Casarez Regalado,5.54979e+17,20/12/2024,888.25,MXN,Retiro,Ciudad Juarez,2.95389e+17,Efectivo,10:23:55,Retiro en ventanilla,8695.65,7807.4,Cajero automatico,Efectivo,Completada,No
3277,18273,Jacobo Solorzano,3.82369e+17,05/04/2025,932.98,MXN,Transferencia,Culiacan,5.83878e+17,Transferencia personal,03:28:01,Pago a proveedor,13536.79,12603.81,Sucursal bancaria,Transferencia bancaria,Completada,No
3278,14717,Nancy Verduzco,7.12175e+16,11/01/2025,1958.73,MXN,Retiro,Aguascalientes,5.10027e+17,Efectivo,10:27:14,Retiro en cajero,38338.31,36379.58,Cajero automatico,Efectivo,Completada,No
3279,4850,Fernando Pablo Veliz Cazares,4.87656e+17,27/12/2024,4674.93,MXN,Deposito,Aguascalientes,4.87656e+17,Ingreso,20:15:07,Deposito por cheque,27837.42,32512.35,Cajero automatico,Deposito en ventanilla,Completada,No
3280,12990,Lucas Padilla,6.13639e+17,15/01/2025,5176.48,MXN,Pago de servicio,San Luis Potosi,6.52799e+17,Servicios,16:04:29,Pago telefonia,28509.19,23332.71,Web,SPEI,Completada,No
3281,11514,Perla Najera Arevalo,4.76894e+17,12/10/2025,1969.61,MXN,Retiro,Tuxtla Gutierrez,6.17319e+17,Consumo,19:44:16,Retiro por emergencia,20742.33,18772.72,Sucursal bancaria,Efectivo,Completada,No
3282,20741,Jose Maria Corral,5.41592e+17,12/01/2025,291.83,MXN,Transferencia internacional,Toluca,4.21271e+16,Remesas,10:00:02,Envio remesas,1392.12,1392.12,Sucursal bancaria,SWIFT,Cancelada,No
3283,21579,Gerardo Paez,9.29925e+17,28/11/2024,171.8,MXN,Transferencia,Oaxaca,4.73513e+17,Servicios,20:11:05,Transferencia a familiar,36976.02,36804.22,Web,SPEI,Completada,No
3284,11909,Linda Ramon Maya,5.00133e+17,25/09/2025,1647.89,MXN,Transferencia,Merida,1.6308e+17,Transferencia personal,09:07:57,Pago a proveedor,64772.9,63125.01,Web,Transferencia bancaria,Completada,No
3285,5082,Aida Marroquin,2.17953e+17,15/09/2025,1234.58,MXN,Transferencia internacional,Monterrey,4.86242e+17,Remesas,03:48:17,Envio remesas,9057.15,7822.57,Sucursal bancaria,Transferencia internacional,Completada,No
3286,16064,Angel Urias Cortes,1.4504e+17,19/10/2025,36.83,MXN,Transferencia internacional,Cancun,1.2906e+17,Transferencia personal,17:52:13,SWIFT a extranjero,13752.98,13716.15,Web,Transferencia internacional,Completada,No
3287,12942,Jorge Luis Arellano,9.33909e+17,28/09/2025,1723.42,MXN,Transferencia,Aguascalientes,6.28869e+17,Servicios,02:11:04,Pago a proveedor,43131.48,41408.06,Web,Transferencia bancaria,Completada,No
3288,20866,Daniel Cordero,9.59569e+17,08/09/2025,1795.07,MXN,Deposito,Oaxaca,9.59569e+17,Ingreso,15:40:26,Deposito por cheque,25420.93,27216.0,Corresponsal,Cheque,Completada,No
3289,9966,David Alfredo Rosado Robles,6.38605e+17,04/03/2025,718.94,MXN,Transferencia,Cancun,7.54694e+17,Transferencia personal,20:44:25,Pago a tercero,33251.0,32532.06,App movil,Transferencia bancaria,Completada,No
3290,7368,Alta Gracia Dolores Pedraza,5.98305e+17,26/03/2025,699.2,MXN,Pago de servicio,San Luis Potosi,5.72741e+17,Servicios,02:46:13,Pago internet,5114.06,4414.86,Web,SPEI,Completada,No
3291,16112,Homero Asuncion de Jesus,5.93748e+17,28/08/2025,2139.28,MXN,Pago de nomina,Culiacan,1.53686e+17,Nomina,08:00:43,Nomina mensual,3240.54,5379.82,App movil,Transferencia bancaria,Completada,No
3292,2710,Reynaldo Jaime Ayala,7.96859e+16,14/07/2025,2265.18,MXN,Transferencia internacional,Culiacan,3.77747e+17,Transferencia personal,20:10:04,Pago internacional,14813.13,12547.95,Web,SWIFT,Completada,No
3293,10398,Claudia Rafael Vergara,6.84932e+17,20/01/2025,401.85,MXN,Compra en linea,Tijuana,3.30239e+17,Consumo,20:10:16,Compra tienda online,33606.53,33204.68,App movil,Tarjeta credito,Completada,No
3294,24516,Diego Oswaldo Mercado,4.65946e+17,22/10/2024,410.08,MXN,Pago de nomina,Puebla,6.77872e+16,Nomina,23:37:12,Pago trabajador,14609.88,15019.96,Sucursal bancaria,Transferencia bancaria,Completada,No
3295,20732,Zoe Alvarez,1.19807e+17,06/04/2025,920.98,MXN,Transferencia,Tuxtla Gutierrez,4.81493e+16,Transferencia personal,05:58:30,Pago a tercero,19208.45,18287.47,App movil,SPEI,Completada,No
3296,25392,Soledad Corrales,3.17558e+17,03/10/2025,853.85,MXN,Transferencia internacional,Chihuahua,2.19784e+17,Transferencia personal,06:03:46,SWIFT a extranjero,24415.34,23561.49,Web,SWIFT,Completada,No
3297,5872,Teodoro Fernando Cepeda,1.72255e+17,13/02/2025,1243.87,MXN,Transferencia internacional,Aguascalientes,5.36623e+17,Remesas,10:29:15,SWIFT a extranjero,32507.72,31263.85,Sucursal bancaria,SWIFT,Completada,No
3298,13970,Paulina Gabriel Urrutia de Anda,9.50316e+17,11/05/2025,322.53,MXN,Deposito,Puebla,9.50316e+17,Ahorro,09:16:37,Abono nomina,7276.59,7599.12,Sucursal bancaria,Efectivo,Completada,No
3299,16215,Debora Javier Rincon,1.04284e+16,06/05/2025,641.2,MXN,Deposito,Veracruz,1.04284e+16,Ingreso,01:17:56,Abono nomina,22963.15,23604.35,Cajero automatico,Efectivo,Completada,No
3300,19387,Ramon Lovato,3.00645e+17,08/02/2025,1851.35,MXN,Retiro,Ciudad de Mexico,3.93997e+17,Consumo,02:04:16,Retiro en cajero,15005.08,13153.73,Cajero automatico,Efectivo,Completada,No
3301,7776,Sonia Jeronimo Tamayo Galarza,5.87254e+17,28/02/2025,2399.22,MXN,Pago de nomina,Ciudad de Mexico,5.47225e+17,Nomina,15:28:46,Pago trabajador,7037.75,9436.97,App movil,Transferencia bancaria,Completada,No
3302,12425,Israel Esparta de la Cruz,2.36032e+17,08/11/2024,1007.98,MXN,Pago de nomina,Tuxtla Gutierrez,4.54104e+17,Ingreso,17:11:45,Pago trabajador,44155.07,45163.05,App movil,SPEI,Completada,No
3303,16662,Barbara Regalado,6.04941e+17,14/11/2024,979.3,MXN,Compra en linea,Toluca,5.04952e+17,Consumo,04:04:32,Compra Amazon,296.62,-682.68,Web,Pago movil,Completada,No
3304,1954,Aldo Lozano Almonte,8.70716e+17,10/04/2025,381.07,MXN,Compra en linea,Puebla,1.76738e+17,Consumo,08:01:22,Compra Amazon,19498.62,19117.55,Web,Tarjeta debito,Completada,No
3305,3693,Luis Manuel Salazar Fajardo,1.5312e+17,03/07/2025,557.07,MXN,Pago de nomina,Cancun,2.16568e+17,Ingreso,00:51:09,Nomina quincenal,14193.9,14750.97,Sucursal bancaria,SPEI,Completada,No
3306,25920,Ana Luisa Baca Adame,3.68394e+17,16/09/2025,4812.89,MXN,Transferencia internacional,Puebla,6.49126e+17,Transferencia personal,23:27:23,Pago internacional,35683.71,30870.82,Sucursal bancaria,Transferencia internacional,Completada,No
3307,3400,Zeferino Isaac Henriquez,2.80042e+16,28/06/2025,3752.99,MXN,Compra en linea,San Luis Potosi,1.75154e+17,Consumo,21:47:18,Compra Mercado Libre,17218.58,13465.59,Web,Tarjeta debito,Completada,No
3308,10391,Alta Gracia Cavazos Meraz,5.15916e+17,15/03/2025,392.67,MXN,Retiro,Culiacan,7.05327e+17,Consumo,23:37:04,Retiro en ventanilla,29171.16,28778.49,Sucursal bancaria,Efectivo,Completada,No
3309,1460,Victor Soledad Cano,4.5019e+17,23/05/2025,1908.85,MXN,Transferencia internacional,San Luis Potosi,3.58812e+17,Remesas,17:17:12,SWIFT a extranjero,13583.06,11674.21,Web,SWIFT,Completada,No
3310,19026,Delia Carrera,1.09768e+17,13/01/2025,2586.66,MXN,Transferencia,Queretaro,8.88199e+17,Transferencia personal,18:41:38,Transferencia a familiar,45319.25,42732.59,Web,Transferencia bancaria,Completada,No
3311,22340,Liliana Gracia,2.25554e+17,29/10/2024,305.6,MXN,Transferencia internacional,Culiacan,9.15676e+17,Transferencia personal,08:39:03,SWIFT a extranjero,6405.69,6100.09,Sucursal bancaria,SWIFT,Completada,No
3312,20805,Adalberto Luis Miguel Cuellar Ruelas,4.48911e+17,27/03/2025,2183.64,MXN,Transferencia,San Luis Potosi,5.97412e+17,Servicios,17:18:25,Abono a tarjeta,6004.17,3820.53,Sucursal bancaria,SPEI,Completada,No
3313,1280,Maria Teresa Teodoro Hernandez,2.60128e+16,16/06/2025,668.99,MXN,Retiro,Chihuahua,6.158e+17,Efectivo,11:00:06,Retiro en cajero,9124.71,8455.72,Sucursal bancaria,Efectivo,Completada,No
3314,8943,Marisol Garay Castellanos,6.34868e+17,24/09/2025,2266.79,MXN,Pago de servicio,Oaxaca,2.19002e+17,Servicios,12:33:02,Pago telefonia,968.87,-1297.92,Web,SPEI,Completada,No
3315,20545,Fernando Marroquin,2.281e+17,31/03/2025,1570.78,MXN,Transferencia,Merida,8.15765e+17,Servicios,20:00:59,Pago a proveedor,36493.78,34923.0,App movil,Transferencia bancaria,Completada,No
3316,18429,Ricardo Amalia Villa Vega,5.57175e+17,26/08/2025,3327.31,MXN,Deposito,Culiacan,5.57175e+17,Ingreso,17:36:23,Deposito en efectivo,55557.23,58884.54,Sucursal bancaria,Deposito en ventanilla,Completada,No
3317,23208,Wilfrido Madrid Manzanares,1.7981e+17,11/12/2024,357.91,MXN,Pago de servicio,Guadalajara,2.45584e+16,Servicios,14:29:59,Pago luz,12690.72,12332.81,Web,Tarjeta credito,Completada,No
3318,23128,Hugo Marisela Padron Lemus,2.919e+17,01/03/2025,4659.6,MXN,Compra en linea,Guadalajara,2.33074e+17,Consumo,08:20:58,Suscripcion streaming,24835.14,20175.54,Web,Pago movil,Completada,No
3319,21283,Elisa Nicolas Carrillo de Jesus,8.05282e+17,08/10/2025,1813.32,MXN,Compra en linea,Tijuana,2.95823e+17,Consumo,06:02:15,Compra Mercado Libre,26462.99,24649.67,App movil,Tarjeta debito,Completada,No
3320,24287,Gabriel Garcia Barrera,5.86694e+17,17/10/2025,409.99,MXN,Transferencia,Oaxaca,9.47539e+17,Servicios,02:11:16,Transferencia a familiar,46219.18,45809.19,Sucursal bancaria,SPEI,Completada,No
3321,4106,Arturo Baca Jiminez,2.77348e+17,28/07/2025,697.4,MXN,Transferencia internacional,Cancun,2.36658e+17,Remesas,14:54:18,SWIFT a extranjero,34485.67,33788.27,Web,Transferencia internacional,Completada,No
3322,2150,Jorge Regalado,8.3221e+17,07/01/2025,1303.34,MXN,Deposito,Oaxaca,8.3221e+17,Ingreso,09:43:36,Deposito por transferencia,25136.08,26439.42,Corresponsal,Cheque,Completada,No
3323,3569,Dario Ramirez,3.71731e+17,24/08/2025,1598.5,MXN,Compra en linea,Oaxaca,8.17043e+16,Consumo,07:50:30,Suscripcion streaming,23309.74,21711.24,Web,Tarjeta debito,Completada,No
3324,4207,Jose Emilio Collado Aranda,3.05793e+16,07/06/2025,3064.59,MXN,Transferencia internacional,Veracruz,4.5472e+17,Remesas,21:33:37,Pago internacional,45934.02,42869.43,Web,Transferencia internacional,Completada,No
3325,1215,Socorro Eric Jaime,9.98616e+16,12/09/2025,226.85,MXN,Compra en linea,San Luis Potosi,8.3836e+17,Consumo,06:31:14,Compra Amazon,41704.28,41477.43,App movil,Tarjeta debito,Completada,No
3326,21192,Clemente Silvia Apodaca,2.45815e+17,26/12/2024,4186.76,MXN,Compra en linea,Merida,6.22134e+17,Consumo,13:00:03,Suscripcion streaming,28752.86,24566.1,App movil,Tarjeta credito,Completada,No
3327,3109,Irma Varela,1.93793e+17,05/09/2025,1062.63,MXN,Compra en linea,Cancun,6.83138e+17,Consumo,21:22:32,Compra Mercado Libre,47148.28,46085.65,App movil,Tarjeta debito,Completada,No
3328,20359,Julio Cesar Sanabria,1.22792e+17,22/02/2025,513.99,MXN,Transferencia internacional,Ciudad de Mexico,6.92379e+17,Remesas,14:37:18,Envio remesas,34494.65,33980.66,Web,Transferencia internacional,Completada,No
3329,10959,Humberto Carreon,7.6267e+17,06/08/2025,1870.25,MXN,Pago de nomina,Culiacan,5.2179e+17,Nomina,02:11:44,Nomina mensual,32386.9,34257.15,App movil,SPEI,Completada,No
3330,24523,Ivonne Segura,5.61222e+17,13/12/2024,4499.79,MXN,Transferencia internacional,Monterrey,7.24679e+17,Transferencia personal,06:24:54,Pago internacional,46864.0,42364.21,Web,SWIFT,Completada,No
3331,10142,Beatriz Angel Escalante Caballero,1651080000000000.0,07/02/2025,191.68,MXN,Transferencia,Ciudad Juarez,8.99129e+17,Servicios,12:30:13,Transferencia a familiar,15604.24,15412.56,Web,Transferencia bancaria,Completada,No
3332,13839,Alvaro Preciado,1.042e+17,18/05/2025,122.16,MXN,Transferencia,Monterrey,5.14197e+17,Transferencia personal,13:18:38,Transferencia a familiar,32758.17,32636.01,App movil,SPEI,Completada,No
3333,17131,Timoteo Tafoya,8.6745e+17,20/07/2025,1340.01,MXN,Deposito,Chihuahua,8.6745e+17,Ahorro,08:38:27,Deposito por cheque,20213.44,21553.45,Cajero automatico,Deposito en ventanilla,Completada,No
3334,5607,Maria Cristina Cristina Villegas Tejada,9.77593e+17,16/09/2025,916.01,MXN,Compra en linea,Guadalajara,3.71407e+17,Consumo,15:42:00,Compra tienda online,35023.75,34107.74,Web,Pago movil,Completada,No
3335,8178,Sonia Macias,3.37667e+17,09/07/2025,178.43,MXN,Pago de nomina,Oaxaca,5.97032e+17,Nomina,01:05:18,Pago trabajador,12407.19,12585.62,Sucursal bancaria,SPEI,Completada,No
3336,22849,Genaro Jose Cuellar,9.7156e+17,17/08/2025,754.8,MXN,Transferencia,San Luis Potosi,1.30607e+17,Transferencia personal,01:15:07,Pago a proveedor,21231.24,20476.44,Sucursal bancaria,SPEI,Completada,No
3337,9307,Tania Susana Vaca,1.93422e+17,10/02/2025,1101.25,MXN,Deposito,Culiacan,1.93422e+17,Ingreso,23:22:58,Deposito en efectivo,23271.99,24373.24,Sucursal bancaria,Cheque,Completada,No
3338,16543,Zoe Vergara Gonzales,8.85053e+16,15/03/2025,2585.8,MXN,Pago de servicio,Hermosillo,7.83486e+17,Servicios,10:48:02,Pago telefonia,21434.92,18849.12,Domiciliacion,SPEI,Completada,No
3339,5059,Rosalia Dulce Maria Gamboa,1.55524e+17,21/07/2025,2921.57,MXN,Compra en linea,Ciudad de Mexico,420282000000000.0,Consumo,22:35:50,Compra Mercado Libre,17147.27,14225.7,Web,Tarjeta debito,Completada,No
3340,10571,Esperanza Aurelio Gamboa,5.711e+17,12/08/2025,1440.93,MXN,Pago de nomina,Hermosillo,6.44484e+17,Ingreso,09:17:50,Nomina quincenal,43866.1,45307.03,App movil,SPEI,Completada,No
3341,3236,Blanca Casarez,4601040000000000.0,03/01/2025,122.69,MXN,Compra en linea,Veracruz,6.35704e+17,Consumo,04:19:35,Suscripcion streaming,18084.73,17962.04,Web,Pago movil,Completada,No
3342,14124,Emilio Cuellar,4.26316e+17,17/01/2025,1103.5,MXN,Deposito,Merida,4.26316e+17,Ingreso,01:00:44,Deposito por transferencia,11281.6,12385.1,Sucursal bancaria,Deposito en ventanilla,Completada,No
3343,21526,Maria Cristina Betancourt,7.44427e+17,16/09/2025,2360.03,MXN,Transferencia internacional,Guadalajara,7.30665e+17,Transferencia personal,17:02:08,Envio remesas,584.3,-1775.73,Sucursal bancaria,Transferencia internacional,Completada,No
3344,14302,Mauricio Dolores Saucedo Guerra,8.80832e+17,28/02/2025,983.13,MXN,Deposito,Leon,8.80832e+17,Ahorro,07:52:53,Abono nomina,56541.25,57524.38,Cajero automatico,Efectivo,Completada,No
3345,16647,Tania Alonso,247120000000000.0,11/08/2025,2789.32,MXN,Deposito,Queretaro,247120000000000.0,Ingreso,05:42:59,Deposito en efectivo,28936.93,31726.25,Corresponsal,Cheque,Completada,No
3346,8719,Luz Patricia Santiago,3.26356e+17,24/07/2025,2958.99,MXN,Pago de servicio,Toluca,3.22771e+17,Servicios,05:21:20,Pago luz,21997.33,19038.34,App movil,SPEI,Completada,No
3347,5546,Minerva Minerva Lara,3.10777e+17,06/08/2025,188.73,MXN,Pago de servicio,Morelia,4.13064e+17,Servicios,23:50:34,Pago TV por cable,1950.18,1761.45,Web,Domiciliacion,Completada,No
3348,6922,Abraham Minerva Bonilla Chapa,3.12465e+17,10/10/2025,1912.39,MXN,Deposito,San Luis Potosi,3.12465e+17,Ahorro,16:48:45,Deposito por cheque,38077.21,39989.6,Corresponsal,Efectivo,Completada,No
3349,16984,Oscar Horacio Pichardo Jurado,2.59253e+17,02/06/2025,609.17,MXN,Transferencia internacional,Tuxtla Gutierrez,4.50734e+16,Remesas,12:12:26,Envio remesas,10779.69,10170.52,Sucursal bancaria,Transferencia internacional,Completada,No
3350,1739,Vicente Sara Armendariz,9.47735e+17,26/06/2025,2717.94,MXN,Pago de nomina,Chihuahua,7.2926e+17,Ingreso,03:06:33,Nomina mensual,37470.67,40188.61,Sucursal bancaria,SPEI,Completada,No
3351,22914,Dolores Flores,1.81308e+17,31/01/2025,1310.85,MXN,Pago de servicio,Veracruz,1.87665e+17,Servicios,01:23:33,Pago telefonia,18888.46,17577.61,App movil,Tarjeta credito,Completada,No
3352,16155,Angelica Angulo,4.69324e+17,01/11/2024,371.48,MXN,Transferencia,Leon,5.27272e+17,Transferencia personal,13:12:27,Transferencia a familiar,42296.78,41925.3,Sucursal bancaria,Transferencia bancaria,Completada,No
3353,21004,Anel Varela Madrid,1.50333e+17,06/04/2025,871.31,MXN,Deposito,Puebla,1.50333e+17,Ahorro,01:53:41,Abono nomina,52277.45,53148.76,Cajero automatico,Efectivo,Completada,No
3354,23022,Elsa Saavedra Vera,7.48156e+17,27/09/2025,578.86,MXN,Compra en linea,Veracruz,6.35074e+17,Consumo,07:35:23,Compra tienda online,45636.77,45057.91,App movil,Pago movil,Completada,No
3355,7555,Emilia Maestas,6.71765e+17,09/02/2025,642.12,MXN,Transferencia,Ciudad Juarez,8.54099e+17,Transferencia personal,16:24:04,Pago a tercero,34167.32,33525.2,Sucursal bancaria,Transferencia bancaria,Completada,No
3356,13951,Luis Verduzco,7.20093e+17,05/03/2025,399.27,MXN,Transferencia,Queretaro,2.90878e+17,Servicios,22:12:50,Transferencia a familiar,13910.72,13511.45,Sucursal bancaria,SPEI,Completada,No
